Emnekode	Emnenavn	Sted
PPU4120	Praksis - heltid	Trondheim
PPU4611	Praksis 1	Trondheim
SYT3555	Praksis 1 - Kreftsykepleie og kreftbehandling i spesialisthelsetjenesten	Trondheim
SYA3555	Praksis 1 - Kreftsykepleie og kreftbehandling i spesialisthelsetjenesten	Ålesund
PPU4612	Praksis 2	Trondheim
SYT3556	Praksis 2 - Kreftsykepleie, kreftbehandling, rehabilitering og palliasjon	Trondheim
SYA3556	Praksis 2 - Kreftsykepleie, kreftbehandling, rehabilitering og palliasjon(Kun eksamen, undervises ikke)	Ålesund
PPU4613	Praksis 3	Trondheim
PPU4614	Praksis 4	Trondheim
TS301211	Praksis i bedrift	Ålesund
PSY3133	Praksis i bedrifter og virksomheter	Trondheim
PSY3124	Praksis i forskning, bedrifter og virksomheter	Trondheim
IMT3841	Praksis ved CERN innen IT	Gjøvik
MGLU1120	Praksis, Grunnskolelærerutdanning (1-7) 1. studieår	Trondheim
MGLU2120	Praksis, Grunnskolelærerutdanning (1-7) 2. studieår	Trondheim
MGLU3120	Praksis, Grunnskolelærerutdanning (1-7) 3. studieår	Trondheim
MGLU5122	Praksis, Grunnskolelærerutdanning (1-7) 4. og 5.studieår	Trondheim
MGLU5120	Praksis, Grunnskolelærerutdanning (1-7) 5. studieår	Trondheim
MGLU1520	Praksis, Grunnskolelærerutdanning (5-10) 1. studieår	Trondheim
MGLU2520	Praksis, Grunnskolelærerutdanning (5-10) 2. studieår	Trondheim
MGLU3520	Praksis, Grunnskolelærerutdanning (5-10) 3. studieår	Trondheim
MGLU5522	Praksis, Grunnskolelærerutdanning (5-10) 4. og 5. studieår	Trondheim
MGLU4520	Praksis, Grunnskolelærerutdanning (5-10) 4. studieår(Kun eksamen, undervises ikke)	Trondheim
MGLU5520	Praksis, Grunnskolelærerutdanning (5-10) 5. studieår	Trondheim
SØK2800	Praksisopphold	Trondheim
ARK3004	Praksisopphold	Trondheim
HIST3012	Praksisopphold	Trondheim
IØ3012	Praksisopphold/Prosjektarbeid	Trondheim
KULMI3080	Praksisperiode	Trondheim
SVMET3000	Praksisrettede forskningsmetoder i samfunnsvitenskap	Trondheim
TMAT201P	Praksisstudier	Trondheim
RAG1004	Praksisstudier 1: Skjelett- og thoraxrøntgen	Gjøvik
RAT1004	Praksisstudier 1: Skjelett- og thoraxrøntgen	Trondheim
RAG2204	Praksisstudier 2	Gjøvik
RAT2204	Praksisstudier 2	Trondheim
RAG2301	Praksisstudier 3	Gjøvik
RAT2301	Praksisstudier 3	Trondheim
JOR3304	Praksisstudier ved helsestasjon/svangerskapsomsorgen	Trondheim
SYT3304	Praksisstudier ved helsestasjon/svangerskapsomsorgen(Kun eksamen, undervises ikke)	Trondheim
SYT3305	Praksisstudier: Grunnleggende jordmorfag ved føde- og barselavdelingen(Kun eksamen, undervises ikke)	Trondheim
JOR3305	Praksisstudier: Grunnleggende jordmorfag ved føde- og barselavdelingen	Trondheim
SYT3307	Praksisstudier: Helhetlig avansert jordmorfag(Kun eksamen, undervises ikke)	Trondheim
JOR3307	Praksisstudier: Helhetlig avansert jordmorfag	Trondheim
SYT3306	Praksisstudier: Jordmorfag ved normale og avvikende forhold og kvinnehelse/gynekologi(Kun eksamen, undervises ikke)	Trondheim
JOR3306	Praksisstudier: Jordmorfag ved normale og avvikende forhold, samt pediatri	Trondheim
BIM1023	Praktisk BIM-modellering	Gjøvik
TN101921	Praktisk Navigasjon 1(Kun eksamen, undervises ikke)	Ålesund
MAST2020	Praktisk VVS-teknikk	Trondheim
AAR5390	Praktisk arbeidserfaring	Trondheim
PSYPRO4602	Praktisk klinisk terapiopplæring - barn og ungdom	Trondheim
PSYPRO4604	Praktisk klinisk terapiopplæring - voksen	Trondheim
MOL3101	Praktisk molekylærmedisin (laboratoriekurs)	Trondheim
PSYPRO4606	Praktisk opplæring i klinisk nevropsykologi	Trondheim
FRA3333	Praktisk oversettelse	Trondheim
TPK5100	Praktisk prosjektledelse	Trondheim
AM101020	Praktisk økonomi med regning	Ålesund
SYT6309	Praktisk-teoretisk prøve i sykepleie	Trondheim
SYT6306	Praktisk-teoretisk prøve i sykepleie(Kun eksamen, undervises ikke)	Trondheim
TVM5132	Prefeasibility Study in Hydropower Development	Trondheim
PAG2203	Prehospitalt psykisk helsearbeid 1	Gjøvik
PAG2205	Prehospitalt psykisk helsearbeid 2	Gjøvik
PK8203	Prestasjonsmåling og prestasjonsindikatorer	Trondheim
BT3115	Primærproduksjon - akvakultur og fiskeri	Trondheim
DT8122	Probabilistisk kunstig intelligens	Trondheim
TØL4007	Product Development	Gjøvik
TGB4250	Produksjon og bruk av tilslagsmaterialer(Kun eksamen, undervises ikke)	Trondheim
TPG4245	Produksjonsbrønner	Trondheim
TMMT5002	Produksjonseffektivitet, innovasjon og produktutvikling	Trondheim
FVP3003	Produksjonsforberedende emne	Trondheim
TPK4100	Produksjonsledelse	Trondheim
TPK4430	Produksjonsledelse og logistikk	Trondheim
TPK4530	Produksjonsledelse, fordypningsprosjekt	Trondheim
TPK4930	Produksjonsledelse, masteroppgave	Trondheim
TPK4135	Produksjonslogistikk	Trondheim
MASG2104	Produksjonsmetoder	Gjøvik
TPK4180	Produksjonsstrategi	Trondheim
MAST2008	Produksjonsteknikk	Trondheim
TPK4190	Produksjonsteknologi	Trondheim
TPK4540	Produksjonsteknologi, fordypningsprosjekt	Trondheim
TPK4940	Produksjonsteknologi, masteroppgave	Trondheim
TMM4151	Produkt- og materialtesting	Trondheim
MASA2072	Produktdesign	Ålesund
TMM4115	Produktmodellering	Trondheim
TMM4121	Produktutvikling	Trondheim
MASG2109	Produktutvikling for automatisert produksjon	Gjøvik
TEK2119	Produktutvikling for automatisert produksjon	Gjøvik
TMM4560	Produktutvikling og materialer, fordypningsprosjekt	Trondheim
TMM4561	Produktutvikling og materialer, fordypningsprosjekt	Trondheim
TMM4960	Produktutvikling og materialer, masteroppgave	Trondheim
TMAT2005	Produktutvikling og sensorisk analyse - brygging av håndverksøl	Trondheim
DIFT2004	Produktutvikling, marked og forvaltning av programvare-produkter (PMF)	Trondheim
INFT2505	Produktutvikling, marked og forvaltning av programvare-produkter (PMF)	Trondheim
MM8101	Produktutviklingsforskning og vitenskapelige metoder / verktøy	Trondheim
LÆR2006	Profesjonsfaglig digital kompetanse i skole og utdanning	Trondheim
TEGN2002	Profesjonskunnskap og tolketeori 1	Trondheim
TEGN2004	Profesjonskunnskap og tolketeori 2	Trondheim
TEGN2007	Profesjonskunnskap og tolketeori 3	Trondheim
ETT1110	Profesjonsutøvelse i ergoterapi (praksisstudier)	Trondheim
ETG1110	Profesjonsutøvelse i ergoterapi (praksisstudier)	Gjøvik
BSA2007	Profesjonsutøvelse i lokal og global kontekst	Trondheim
BBV2008	Profesjonsutøvelse i lokal og global kontekst	Trondheim
PAG2201	Profesjonsutøvelse i paramedisin 1 - praksisstudier	Gjøvik
PAG2303	Profesjonsutøvelse i paramedisin 2 - praksisstudier	Gjøvik
TS501318	Profesjonsutøvelse og organisasjon	Ålesund
IØ8304	Prognosemodeller i økonomi og finans	Trondheim
TIØ5210	Program- og porteføljeledelse	Trondheim
IELET2113	Programmerbare kretser	Trondheim
IELEG2113	Programmerbare kretser	Gjøvik
IELEG2143	Programmerbare kretser	Gjøvik
IDATA1003	Programmering 1	Ålesund
IDATG1003	Programmering 1	Gjøvik
IDATT1003	Programmering 1	Trondheim
IDATG2003	Programmering 2	Gjøvik
IDATT2003	Programmering 2	Trondheim
IDATA2003	Programmering 2	Ålesund
TBA4251	Programmering i geomatikk	Trondheim
LÆR2003	Programmering i skolen	Trondheim
IIRA2001	Programmering og Data i Økonomiske Fag	Ålesund
IP501320	Programmering og Dataanalyse(Kun eksamen, undervises ikke)	Ålesund
AAR4950	Programmering og evaluering av bygninger	Trondheim
TDT4127	Programmering og numerikk	Trondheim
VB6043	Programmering, numerikk og sikkerhet	Gjøvik
INGG1002	Programmering, numerikk og sikkerhet	Gjøvik
INGT1002	Programmering, numerikk og sikkerhet	Trondheim
INGA1002	Programmering, numerikk og sikkerhet	Ålesund
TDT4165	Programmeringsspråk	Trondheim
TDT4240	Programvarearkitektur	Trondheim
TDT4237	Programvaresikkerhet og personvern	Trondheim
PROG1004	Programvareutvikling	Gjøvik
TDT4140	Programvareutvikling	Trondheim
AL511716	Project Management	Ålesund
IIKG3010	Project Work for Exchange Bachelor Students	Gjøvik
IDIG3001	Project Work for Exchange Bachelor Students	Gjøvik
IDIG4001	Project Work for Exchange Master Students	Gjøvik
IIKG4015	Project Work for Exchange Master Students	Gjøvik
IMT4461	Project Work for Exchange Master Students	Gjøvik
IIKG4010	Project Work for Exchange Master Students	Gjøvik
TØL4015	Project work	Gjøvik
BT8120	Prokaryot molekylærbiologi og syntetisk biologi	Trondheim
TDT4102	Prosedyre- og objektorientert programmering	Trondheim
TKP4555	Prosess-systemteknikk, fordypningsemne	Trondheim
TGB4302	Prosessering av sekundære råvarer	Trondheim
TGB4240	Prosessmineralogi	Trondheim
GB8402	Prosessmineralogi, videregående kurs	Trondheim
TKP4140	Prosessregulering	Trondheim
TKP4120	Prosessteknikk	Trondheim
TMAT1010	Prosessteknologi	Trondheim
BTA3001	Prosessteknologi	Ålesund
TKP4165	Prosessutforming	Trondheim
GEOG3020	Prosjekt fagformidling	Trondheim
GEOG3102	Prosjekt innovasjon og bærekraftig samfunnsutvikling	Trondheim
BK2208	Prosjekt og Entreprenørskap	Trondheim
TPK4520	Prosjekt- og kvalitetsledelse, fordypningsprosjekt	Trondheim
TPK4920	Prosjekt- og kvalitetsledelse, masteroppgave	Trondheim
TØL4083	Prosjektarbeid for utvekslingsstudenter	Gjøvik
TØL4082	Prosjektarbeid for utvekslingsstudenter	Gjøvik
ETG2301	Prosjektarbeid og -ledelse	Gjøvik
ETT2301	Prosjektarbeid og -ledelse	Trondheim
SANT3022	Prosjektdesign(Kun eksamen, undervises ikke)	Trondheim
DRA3191	Prosjektemne. Praktisk master i drama og teater	Trondheim
TKT4196	Prosjektering - Sikkerhetsforhold	Trondheim
TKP4171	Prosjektering av bærekraftige kjemiske og biokjemiske prosessanlegg	Trondheim
TKT4198	Prosjektering av konstruksjoner	Trondheim
TKP4170	Prosjektering av prosessanlegg	Trondheim
MAST2301	Prosjektering av rørsystem	Trondheim
FENG2101	Prosjektering av solcelleanlegg	Gjøvik
FENT2101	Prosjektering av solcelleanlegg	Gjøvik
AAR4951	Prosjekteringsledelse(Kun eksamen, undervises ikke)	Trondheim
TBA4127	Prosjekteringsledelse	Trondheim
TMR4115	Prosjekteringsmetoder	Trondheim
TMR4135	Prosjekteringsmetoder 2: Spesialfartøy	Trondheim
BA8504	Prosjektevaluering. Formål, metode og praksis	Trondheim
TIØ4140	Prosjektfinans og -analyse	Trondheim
TIF410	Prosjektfinansiering	Trondheim
TDMA4009	Prosjektledelse	Trondheim
SMF2297F	Prosjektledelse	Gjøvik
TS500915	Prosjektledelse	Ålesund
SMF2297	Prosjektledelse	Gjøvik
TLOG2007	Prosjektledelse	Trondheim
DIFT2011	Prosjektledelse og forretningssystemer	Trondheim
TBA4415	Prosjektledelse og gjennomføringsmodeller for digitaliserte BAE-prosjekt(Kun eksamen, undervises ikke)	Gjøvik
TØL4207	Prosjektledelse og kontroll for produksjon	Gjøvik
TIØ5225	Prosjektledelse, fordypningsemne	Trondheim
TIØ5230	Prosjektledelse, fordypningsprosjekt	Trondheim
KULT3300	Prosjektledelse, forskning og formidling	Trondheim
TIØ4920	Prosjektledelse, masteroppgave	Trondheim
AM303608	Prosjektoppgave	Ålesund
MAST2004	Prosjektoppgave drift og vedlikehold	Trondheim
TEK3002	Prosjektoppgave for utvekslingsstudenter Bachelor studenter	Gjøvik
TIØ5200	Prosjektorganisasjoner	Trondheim
SYT3408	Prosjektplan	Trondheim
SYT3100	Prosjektplan	Trondheim
SYA3100	Prosjektplan	Ålesund
SYA3107	Prosjektplan(Kun eksamen, undervises ikke)	Ålesund
SYG3100	Prosjektplan	Gjøvik
SYG3107	Prosjektplan(Kun eksamen, undervises ikke)	Gjøvik
SYT3107	Prosjektplan(Kun eksamen, undervises ikke)	Trondheim
DOK3005	Prosjektplan for masteroppgave i arkiv og dokumentasjonsforvaltning	Trondheim
SYA3407	Prosjektplan, vitenskapsteori og forskningsetikk	Ålesund
SYA3500	Prosjektplan, vitenskapsteori og forskningsetikk	Ålesund
SYG3500	Prosjektplan, vitenskapsteori og forskningsetikk	Gjøvik
SYT3407	Prosjektplan, vitenskapsteori og forskningsetikk	Trondheim
SYT3500	Prosjektplan, vitenskapsteori og forskningsetikk	Trondheim
MDV6431	Prosjektplanlegging, kvalitetsarbeid og innovasjon	Trondheim
BEV2300	Prosjektsamarbeid med ekstern partner (PEP)	Trondheim
MET3003	Prosjektstyring	Trondheim
SMF1007	Prosjektstyring	Gjøvik
DRA2002	Prosjektteater for et ungt publikum	Trondheim
HIST3125	Prosjektutforming for masteroppgave	Trondheim
HIST3135	Prosjektutforming for masteroppgave - femårig lektorutdanning	Trondheim
PED3009	Prosjektutvikling	Trondheim
IDT8002	Prosjektutvikling og ledelse	Trondheim
AAR5325	Prosjektutvikling og prosess	Trondheim
IDG1060	Prototyping	Gjøvik
TPD4126	Prototyping av fysiske brukeropplevelser	Trondheim
ET8102	Prøving av høyspenningsisolasjon	Trondheim
BSA2001	Psykisk helse	Trondheim
MDV6400	Psykisk helse - en introduksjon(Kun eksamen, undervises ikke)	Trondheim
MDV6424	Psykisk helse i et flerkulturelt samfunn	Trondheim
MDV6216	Psykisk helse og voldsproblematikk	Trondheim
BBV2001	Psykisk helse, omsorgskompetanse og omsorgssvikt	Trondheim
SYT6308	Psykisk helsearbeid – faglig ledelse - praktiske studier	Trondheim
SYT6303	Psykisk helsearbeid – praktiske studier	Trondheim
PAG2204	Psykisk helsearbeid, rus og psykiatri - praksisstudier	Gjøvik
PSY1501	Psykiske lidelser(Kun eksamen, undervises ikke)	Trondheim
PSY2101	Psykiske lidelser	Trondheim
PSYK4121	Psykiske lidelser	Trondheim
ISA1003	Psykologi i et livsløpsperspektiv	Trondheim
PSY3137	Psykologi og arbeidsmiljøøkonomi	Trondheim
VET1002	Psykologi og pedagogikk	Trondheim
PSY1110	Psykologiens historie og akademisk formidling	Trondheim
PSYK4110	Psykologiens historie og akademisk formidling	Trondheim
PSYK4111	Psykologisk forskningsmetode	Trondheim
PSY1111	Psykologiske forskningsmetoder	Trondheim
PSY2023	Psykologiske perspektiver på læring og ferdighetsutvikling	Trondheim
PSY3132	Psykologiske tester i arbeidslivet og Human factors(Kun eksamen, undervises ikke)	Trondheim
PSYK4301	Psykologrollen 1 - forståelse, ferdighetsopplæring og praksis	Trondheim
PSYK4302	Psykologrollen 2 - forståelse, ferdighetsopplæring og praksis	Trondheim
PSYK4303	Psykologrollen 3 - forståelse, ferdighetsopplæring og praksis	Trondheim
PSYK4304	Psykologrollen 4 - forståelse, ferdighetsopplæring og praksis	Trondheim
EP8221	Python for bærekraftsanalyse	Trondheim
TEP4221	Python for bærekraftsanalyse	Trondheim
TTM4158	Pålitelig ytelsesdesign	Trondheim
ET8207	Pålitelighet i elkraftsystemer	Trondheim
TTM4110	Pålitelighet og ytelse med simulering	Trondheim
TM8101	Pålitelighetsanalyse av informasjons- og kommunikasjonssystem	Trondheim
MR8402	Pålitelighetsbasert design og drift av marint maskineri	Trondheim
TPK5165	Pålitelighetsstyring og dataanalyse	Trondheim
GEOG3005	Qualitative Methods	Trondheim
AM521917	Qualitative Research Methods	Ålesund
BI3051	Quantitative Analyses in Ecology and Evolution	Trondheim
BI8051	Quantitative Analyses in Ecology and Evolution	Trondheim
GEOG3006	Quantitative Methods	Trondheim
IMT4312	Quantitative Methods and Use of Eyetrackers	Gjøvik
AM521817	Quantitative Research Methods	Ålesund
RAT2305	Radiografen i samfunn og framtid	Trondheim
RAG2305	Radiografen i samfunn og framtid	Gjøvik
RAG1002	Radiografi 1: Strålefysikk, apparatlære og bildedannelse	Gjøvik
RAT1002	Radiografi 1: Strålefysikk, apparatlære og bildedannelse	Trondheim
RAG1003	Radiografi 2: Skjelett- og thoraxradiografi	Gjøvik
RAT1003	Radiografi 2: Skjelett- og thoraxradiografi	Trondheim
TTT4145	Radiokommunikasjon	Trondheim
IELS3010	Radiokommunikasjon	Trondheim
TTT4201	Radiosystemdesign og RF/Mikrobølge måleteknikk	Trondheim
TMT4326	Raffinering og resirkulering av metaller	Trondheim
TMMT5001	Rammebetingelser for matindustrien	Trondheim
KP8903	Reaksjonskinetikk og katalyse	Trondheim
TKP4155	Reaksjonskinetikk og katalyse	Trondheim
KP8902	Reaktorteknologi	Trondheim
TKP4145	Reaktorteknologi	Trondheim
MOL8006	Receptor Signalling and Trafficking	Trondheim
IDG2014	Redaksjonell design 1	Gjøvik
IDG3013	Redaksjonell design 2	Gjøvik
MUSP4714	Refleksjon rundt musikalsk praksis og kunstnerisk utviklingsarbeid	Trondheim
AAR4220	Region- og kommuneplanlegging	Trondheim
MGLU4510	Regionsstudie (Midtøsten og UK/Irland) og sammenlignende perspektiver på samfunnsfag (5-10)	Trondheim
MGLU4110	Regionsstudie (Norden og UK/Irland) og sammenlignende perspektiver på samfunnsfag (1-7)	Trondheim
ØS440	Regnskap i teori og praksis	Trondheim
IIK5000	Reguleringer av digitale markeder	Gjøvik, Trondheim
AAR4215	Reguleringsplanlegging	Trondheim
TTK4111	Reguleringsteknikk	Trondheim
IELEG2002	Reguleringsteknikk(Kun eksamen, undervises ikke)	Gjøvik
AIS2002	Reguleringsteknikk	Ålesund
IELET2002	Reguleringsteknikk	Trondheim
TTK4105	Reguleringsteknikk	Trondheim
IELET2101	Reguleringsteknikk 2	Trondheim
ELDI2002	Reguleringsteknikk for digital elektrisk energi	Trondheim
IELEG3150	Reguleringsteknikk mm.	Gjøvik
RAD3040	Relasjonell velferd og livskvalitet	Trondheim
MGLU2108	Religion og filosofi i samfunn og skole (1-7)	Trondheim
MGLU4112	Religion og livssyn i samfunn og historie som tema for undervisning og forskning (1-7)(Kun eksamen, undervises ikke)	Trondheim
MGLU5109	Religion og livssyn i samfunn og historie som tema for undervisning og forskning (1-7)	Trondheim
MGLU5509	Religion og livssyn i samfunn og historie som tema for undervisning og forskning (5-10)	Trondheim
MGLU4512	Religion og livssyn i samfunn og historie som tema for undervisning og forskning (5-10)(Kun eksamen, undervises ikke)	Trondheim
RVI2195	Religion og politikk	Trondheim
MGLU1108	Religion, livssyn og etikk i samfunn og skole (1-7)	Trondheim
MGLU1508	Religion, livssyn og etikk i samfunn og skole (5-10)	Trondheim
MGLU2508	Religion, livssyn og filosofi i samfunn og skole (5-10)	Trondheim
RVI1010	Religionsteori	Trondheim
IP500022	Renseteknikk	Ålesund
MA8205	Representasjonsteori for algebraer	Trondheim
IIK8110	Research Methods in Information Security and Communication Technology	Gjøvik, Trondheim
EUR3415	Research and Project Planning	Trondheim
BMAC8010	Researching Accounting Change - Qualitative Approaches	Trondheim
PG8606	Reservoar- og produksjonsteknikk for gass	Trondheim
TPG4145	Reservoarfluider og strømning	Trondheim
TPG4160	Reservoarsimulering	Trondheim
TPG4150	Reservoarutvinningsteknikk	Trondheim
BT3210	Resirkulerende akvakultursystemer RAS	Trondheim
TMT4330	Ressurser, energi og miljø	Trondheim
TGB4232	Ressursgeologi	Trondheim
GB8410	Ressursgeologi	Trondheim
FRA2305	Resymé og oversettelse	Trondheim
HFEL0004	Retorikk(Kun eksamen, undervises ikke)	Trondheim
BBV2002	Rettsanvendelse i barnevernet	Trondheim
BSA2002	Rettsanvendelse i sosialt arbeid	Trondheim
JUR2001	Rettslære	Trondheim
PSYPRO4505	Rettspsykologi og sakkyndighet	Trondheim
IMT4116	Reverse Engineering and Malware Analysis	Gjøvik
BMRR4050	Revisjon I	Trondheim
BMRR4055	Revisjon II	Trondheim
MA3201	Ringer og moduler	Trondheim
MA3203	Ringteori	Trondheim
TS501518	Risiko-, problem- og krisekommunikasjon	Ålesund
TPK5160	Risikoanalyse	Trondheim
TMR4130	Risikoanalyse og sikkerhetsledelse i marine systemer	Trondheim
TS500213	Risikohåndtering	Ålesund
PK8200	Risikomodellering og risikoindikatorer	Trondheim
DCSG2005	Risikostyring	Gjøvik
DCST2005	Risikostyring	Trondheim
TS200416	Risikostyring av maritime operasjoner	Ålesund
TPK5115	Risikostyring i prosjekter	Trondheim
BFIN5012	Risikostyring og empirisk finans	Trondheim
TMMT4007	Risikostyring og mattrygghet(Kun eksamen, undervises ikke)	Trondheim
KT8310	Risk Based Decision Making in Civil Engineering	Trondheim
AE512216	Risk Management	Ålesund
IMT4129	Risk Management for Information Security	Gjøvik, Trondheim
AIS4104	Robotics and Intelligent Systems with Project	Ålesund
IP501508	Robotikk	Ålesund
IELET2107	Robotikk	Trondheim
TTK4255	Robotsyn	Trondheim
AIS2206	Robotsyn og kunstig intelligens	Ålesund
TPK4170	Robotteknikk	Trondheim
TPK4460	Robotteknikk og automatisering	Trondheim
TPK4560	Robotteknikk og automatisering, fordypningsprosjekt	Trondheim
TPK4561	Robotteknikk og automatisering, fordypningsprosjekt	Trondheim
TPK4960	Robotteknikk og automatisering, masteroppgave	Trondheim
DCST2003	Robuste og skalerbare tjenester	Trondheim
DCSG2003	Robuste og skalerbare tjenester	Gjøvik, Trondheim
TMA4250	Romlig statistikk	Trondheim
TTT4234	Romteknologi I	Trondheim
TTT4235	Romteknologi II	Trondheim
MDV6404	Rus og psykisk helsearbeid	Trondheim
SMF2300	Ruteplanlegging og optimalisering	Gjøvik
PED2012	Rådgivning gjennom livsløpet	Trondheim
VLR1005	Rådgivning i et helhetlig gruppeperspektiv	Trondheim
RAD3033	Rådgivning i et relasjonelt, helhetlig og kreativt perspektiv(Kun eksamen, undervises ikke)	Trondheim
RAD3041	Rådgivningsteorier og -metoder	Trondheim
RAD3031	Rådgivningsteorier og -metoder i et praktisk perspektiv(Kun eksamen, undervises ikke)	Trondheim
KULT3303	STS: Vitenskap, kommunikasjon og politikkutvikling	Trondheim
KULT3332	STS: Arbeidslivs-/prosjektorientert masteroppgave	Trondheim
KULT3333	STS: Arbeidslivs-/prosjektorientert masteroppgave	Trondheim
KULT2201	STS: Digitalisering og samfunnsendring	Trondheim
KULT2209	STS: Energi, miljø og samfunn	Trondheim
KULT3301	STS: Et samfunn i endring - Kunnskap, teknologi og bærekraft	Trondheim
KULT3307	STS: Faglig formidling, interaksjonell ekspertise og prosjektarbeid	Trondheim
KULT3322	STS: Forskningsmetode og forskningsprosess(Kun eksamen, undervises ikke)	Trondheim
KULT3340	STS: Forskningsmetode og forskningsprosess	Trondheim
KULT2205	STS: Kunnskap, innovasjon og store samfunnsutfordringer	Trondheim
KULT3391	STS: Masteroppgave i studier av kunnskap, teknologi og samfunn (STS)	Trondheim
KULT3396	STS: Masteroppgave i studier av kunnskap, teknologi og samfunn (STS)	Trondheim
KULT3331	STS: Praksisopphold i bedrift/institusjon	Trondheim
KULT3304	STS: Teknologi, innovasjon og samfunnsendring	Trondheim
KULT2204	STS: Ting og tegn. Historiske perspektiver på forbruk, design, livsstil	Trondheim
TS100515	Salg og anbud	Ålesund
AH301408	Salg og salgsledelse	Ålesund
FYST2303	Samfunn og folkehelsearbeid	Trondheim
MDV6406	Samfunn, deltakelse og psykisk helsearbeid(Kun eksamen, undervises ikke)	Trondheim
ENG1004	Samfunn, kultur og språk	Trondheim
SOS2018	Samfunn, organisasjon og ledelse	Trondheim
GEOG3100	Samfunnsperspektiv på innovasjon og bærekraftig omstilling	Trondheim
PSY3150	Samfunnspsykologi	Trondheim
TIØ4201	Samfunnssikkerhet og risikohåndtering	Trondheim
SOS1001	Samfunnsteori	Trondheim
SOS1002	Samfunnsvitenskapelig forskningsmetode	Trondheim
BMPA5055	Samfunnsvitenskapelig metode	Trondheim
HELA3003	Samfunnsvitenskapelige metoder	Ålesund
BI2034	Samfunnsøkologi og økosystemer	Trondheim
TBBY2020	Samhandling og entreprenørskap	Trondheim
BYGA2020	Samhandling og prosjektledelse	Ålesund
TDMA4005	Samhandlingsmetoder	Trondheim
TDMA4008	Samhandlingsteknologi(Kun eksamen, undervises ikke)	Trondheim
TDT4245	Samhandlingsteknologi og sosiale medier	Trondheim
LÆR2004	Samiske tema i skolen	Trondheim
VB8006	Sammenføyning av ulike materialer	Gjøvik
DCSG2001	Sammenkoblede nettverk og nettverkssikkerhet	Gjøvik
DCST2001	Sammenkoblede nettverk og nettverkssikkerhet	Trondheim
AAR4225	Samordnet areal- og transportplanlegging	Trondheim
MUSP4155	Samspill	Trondheim
SPRÅK8886	Samtaleanalyse	Trondheim
SKIP3005	Samtalen som redskap i samarbeid og ledelse	Trondheim
FI2210	Samtidens etikk	Trondheim
FI1101	Samtidens filosofi - en introduksjon	Trondheim
DRA3004	Samtidsdramaturgi	Trondheim
BK1152	Samtidskunstens historier	Trondheim
MAST2017	Sanitær- og husbyggingsteknikk	Trondheim
ST1101	Sannsynlighetsregning og statistikk	Trondheim
MA8704	Sannsynlighetsteori og asymptotiske teknikker	Trondheim
TTK4145	Sanntidsprogrammering	Trondheim
TTK4147	Sanntidssystemer	Trondheim
TK8112	Sanntidsteori	Trondheim
BA8604	Satellitt-gravimetri og - altimetri	Trondheim
GEOM2520	Satellittgeodesi	Gjøvik
GEOM2710	Satellittgeodesi	Gjøvik
MUSP4152	Satslære A	Trondheim
MUSP4163	Satslære B	Trondheim
MUSV1017	Satsteknikker 1 med musikkteknologi og hørelære	Trondheim
MUSV2008	Satsteknikker 2 med ensembleledelse og musikkteknologi	Trondheim
MUST2058	Scenelyd	Trondheim
IMT6261	Scientific Communication(Kun eksamen, undervises ikke)	Gjøvik
IMT4110	Scientific Methodology and Communication	Gjøvik
IP506215	Scientific Research Project Internship	Ålesund
RFEL3080	Scientific Research Seminar in Natural Resource Management	Trondheim
RFEL3070	Scientific Seminars in Environmental Toxicology and Chemistry	Trondheim
AE512417	Scientific theory and Perspectives in Business on Organizations	Ålesund
AT311	Sea Ice Mechanics and Physics	Trondheim
IMT4127	Security Management Metrics	Gjøvik, Trondheim
TVM5160	Sedimenthåndtering ved vannkraftkonstruksjoner	Trondheim
TGB4165	Sedimentologi og stratigrafi	Trondheim
TPG4125	Seismisk bølgeforplantning	Trondheim
TPG4190	Seismisk datainnsamling og prosessering	Trondheim
BI2045	Seksuell seleksjon og kommunikasjon	Trondheim
IMT6041	Selected Topics in Cryptology(Kun eksamen, undervises ikke)	Gjøvik
MDV6410	Selvmordsforebygging	Trondheim
AAR4906	Selvprogrammert frittstående emne 1	Trondheim
AAR4908	Selvprogrammert frittstående emne 2	Trondheim
AAR4900	Selvprogrammert kunnskapsemne	Trondheim
AAR4600	Selvprogrammert prosjektemne	Trondheim
FI3700	Selvstudium	Trondheim
FI3600	Selvstudium - Erstatningsemne for Eksperter i team	Trondheim
RVI3600	Selvstudium - Erstatningsemne for Eksperter i team	Trondheim
KM3600	Selvstudium - erstatningsemne for Eksperter i team	Trondheim
MUSP4720	Selvstudium - erstatningsemne for Eksperter i team	Trondheim
MUSV3600	Selvstudium - erstatningsemne for Eksperter i team	Trondheim
SPRÅL3600	Selvstudium - erstatningsemne for Eksperter i team	Trondheim
PH3010	Selvstudium i global helse	Trondheim
NEVR3040	Selvstudium i nevrovitenskap 1	Trondheim
NEVR3050	Selvstudium i nevrovitenskap 2	Trondheim
RVI3110	Selvvalgt pensum	Trondheim
RVI3111	Selvvalgt pensum	Trondheim
PSY8011	Selvvalgt pensum - metode	Trondheim
LOS8010	Selvvalgt pensum - teori	Trondheim
PSY8010	Selvvalgt pensum - teori	Trondheim
LOGO6500	Selvvalgt studium	Trondheim
SPRÅK3200	Semantikk og pragmatikk	Trondheim
MT8305	Sementkjemi	Trondheim
